CBSA,MDIV,STCOU,NAME,LSAD,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,NPOPCHG2010,NPOPCHG2011,NPOPCHG2012,NPOPCHG2013,NPOPCHG2014,NPOPCHG2015,NPOPCHG2016,NPOPCHG2017,NPOPCHG2018,NPOPCHG2019,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,BIRTHS2016,BIRTHS2017,BIRTHS2018,BIRTHS2019,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,DEATHS2016,DEATHS2017,DEATHS2018,DEATHS2019,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,NATURALINC2016,NATURALINC2017,NATURALINC2018,NATURALINC2019,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,INTERNATIONALMIG2016,INTERNATIONALMIG2017,INTERNATIONALMIG2018,INTERNATIONALMIG2019,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,DOMESTICMIG2016,DOMESTICMIG2017,DOMESTICMIG2018,DOMESTICMIG2019,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,NETMIG2016,NETMIG2017,NETMIG2018,NETMIG2019,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,RESIDUAL2016,RESIDUAL2017,RESIDUAL2018,RESIDUAL2019
29420,,,"Lake Havasu City-Kingman, AZ",Metropolitan Statistical Area,200186,200182,200314,202812,203347,203126,203423,204574,205412,207017,209292,212181,132,2498,535,-221,297,1151,838,1605,2275,2889,491,2012,1867,1744,1785,1855,1831,1771,1778,1752,571,2373,2574,2644,2520,2866,3117,3187,3344,3375,-80,-361,-707,-900,-735,-1011,-1286,-1416,-1566,-1623,-45,-53,-147,-113,-122,-148,-165,-209,-248,-246,259,2900,1363,800,1153,2298,2291,3221,4072,4724,214,2847,1216,687,1031,2150,2126,3012,3824,4478,-2,12,26,-8,1,12,-2,9,17,34
29460,,,"Lakeland-Winter Haven, FL",Metropolitan Statistical Area,602095,602073,603102,609948,615453,622633,634398,648523,665823,685368,706597,724777,1029,6846,5505,7180,11765,14125,17300,19545,21229,18180,1755,7174,7248,7239,7483,7522,7635,7885,7837,8043,1298,5960,5819,6154,6130,6588,6767,6829,7253,7237,457,1214,1429,1085,1353,934,868,1056,584,806,426,2596,2365,2098,2483,2682,3036,3229,3672,673,192,3044,1801,4020,7783,10410,13345,15193,16911,16638,618,5640,4166,6118,10266,13092,16381,18422,20583,17311,-46,-8,-90,-23,146,99,51,67,62,63
29540,,,"Lancaster, PA",Metropolitan Statistical Area,519445,519443,520319,523957,526878,530012,533289,535811,538160,541332,543969,545724,876,3638,2921,3134,3277,2522,2349,3172,2637,1755,1742,7024,7049,6910,7017,7186,7122,7093,7140,7132,1043,4504,4547,4927,4678,5060,5049,5153,5155,5160,699,2520,2502,1983,2339,2126,2073,1940,1985,1972,222,1180,1091,1292,1402,1422,1543,1367,1593,647,19,-41,-594,-62,-379,-974,-1247,-112,-928,-852,241,1139,497,1230,1023,448,296,1255,665,-205,-64,-21,-78,-79,-85,-52,-20,-23,-13,-12
29620,,,"Lansing-East Lansing, MI",Metropolitan Statistical Area,534684,534684,534899,536605,537005,538089,540028,541271,545146,548380,548674,550391,215,1706,400,1084,1939,1243,3875,3234,294,1717,1484,5970,5845,5938,6028,6034,6004,5886,5788,5702,913,4185,4060,4396,4449,4565,4412,4518,4511,4577,571,1785,1785,1542,1579,1469,1592,1368,1277,1125,514,2427,2346,2267,2289,2181,2717,2206,1466,1452,-883,-2511,-3797,-2746,-1889,-2389,-411,-322,-2452,-840,-369,-84,-1451,-479,400,-208,2306,1884,-986,612,13,5,66,21,-40,-18,-23,-18,3,-20
29700,,,"Laredo, TX",Metropolitan Statistical Area,250304,250304,251370,255935,260595,264430,267465,269865,272301,273691,275120,276652,1066,4565,4660,3835,3035,2400,2436,1390,1429,1532,1328,5497,5434,5499,5501,5422,5282,5115,4741,4735,311,1167,1259,1240,1277,1349,1326,1413,1401,1378,1017,4330,4175,4259,4224,4073,3956,3702,3340,3357,137,942,951,677,828,976,1146,593,416,377,-74,-700,-430,-1096,-2031,-2664,-2670,-2916,-2332,-2208,63,242,521,-419,-1203,-1688,-1524,-2323,-1916,-1831,-14,-7,-36,-5,14,15,4,11,5,6
29740,,,"Las Cruces, NM",Metropolitan Statistical Area,209233,209217,210097,213126,214450,214288,213933,214034,214663,216174,217278,218195,880,3029,1324,-162,-355,101,629,1511,1104,917,748,3387,3146,3067,2933,2923,2846,2736,2606,2630,398,1444,1495,1445,1525,1465,1538,1530,1613,1615,350,1943,1651,1622,1408,1458,1308,1206,993,1015,-66,232,203,555,104,438,268,248,130,128,568,857,-503,-2369,-1884,-1798,-944,68,-15,-224,502,1089,-300,-1814,-1780,-1360,-676,316,115,-96,28,-3,-27,30,17,3,-3,-11,-4,-2
29820,,,"Las Vegas-Henderson-Paradise, NV",Metropolitan Statistical Area,1951269,1951268,1952587,1961925,1989224,2017193,2053134,2096717,2138836,2181635,2226115,2266715,1319,9338,27299,27969,35941,43583,42119,42799,44480,40600,6583,26876,26100,26310,26321,27100,27260,27261,26928,27048,3279,13611,13795,14428,14268,15294,15701,16557,17563,17919,3304,13265,12305,11882,12053,11806,11559,10704,9365,9129,810,1041,3266,4129,3521,5739,2755,2822,-404,-360,-2728,-4929,11572,11959,20061,25808,27704,29124,35356,31643,-1918,-3888,14838,16088,23582,31547,30459,31946,34952,31283,-67,-39,156,-1,306,230,101,149,163,188
29940,,,"Lawrence, KS",Metropolitan Statistical Area,110826,110826,111198,112479,113313,114713,116445,118141,119662,120281,121109,122259,372,1281,834,1400,1732,1696,1521,619,828,1150,289,1234,1264,1224,1226,1258,1255,1144,1148,1107,119,607,593,711,663,676,711,730,745,687,170,627,671,513,563,582,544,414,403,420,90,630,606,634,613,841,677,249,395,387,110,24,-446,273,560,284,301,-39,33,342,200,654,160,907,1173,1125,978,210,428,729,2,0,3,-20,-4,-11,-1,-5,-3,1
30020,,,"Lawton, OK",Metropolitan Statistical Area,130291,130288,131569,132255,132696,131113,130909,130011,127676,127649,126348,126415,1281,686,441,-1583,-204,-898,-2335,-27,-1301,67,504,2209,2052,2065,1945,1976,1848,1797,1763,1693,214,1004,1053,1064,1077,1112,1173,1151,1143,1170,290,1205,999,1001,868,864,675,646,620,523,153,372,864,420,262,467,208,61,-32,56,769,-895,-1434,-3081,-1337,-2255,-3233,-731,-1893,-510,922,-523,-570,-2661,-1075,-1788,-3025,-670,-1925,-454,69,4,12,77,3,26,15,-3,4,-2
30140,,,"Lebanon, PA",Metropolitan Statistical Area,133568,133597,133664,134529,135545,135804,136538,137479,138480,139553,141339,141793,67,865,1016,259,734,941,1001,1073,1786,454,378,1737,1619,1704,1662,1626,1596,1581,1608,1581,382,1419,1395,1453,1398,1395,1472,1549,1512,1504,-4,318,224,251,264,231,124,32,96,77,54,393,520,564,588,537,630,623,844,124,36,161,300,-550,-96,192,258,425,853,260,90,554,820,14,492,729,888,1048,1697,384,-19,-7,-28,-6,-22,-19,-11,-7,-7,-7
30300,,,"Lewiston, ID-WA",Metropolitan Statistical Area,60888,60893,61040,61409,61413,61927,62031,62108,62422,62798,62872,62990,147,369,4,514,104,77,314,376,74,118,178,701,710,759,737,723,719,668,692,680,129,706,741,788,755,714,770,808,731,718,49,-5,-31,-29,-18,9,-51,-140,-39,-38,1,7,-17,-9,-9,-13,-31,-39,-47,-47,97,368,59,551,140,86,397,556,163,208,98,375,42,542,131,73,366,517,116,161,0,-1,-7,1,-9,-5,-1,-1,-3,-5
30340,,,"Lewiston-Auburn, ME",Metropolitan Statistical Area,107702,107709,107708,107439,107486,107223,107358,107124,107296,107399,107914,108277,-1,-269,47,-263,135,-234,172,103,515,363,370,1339,1317,1287,1257,1264,1256,1262,1211,1208,251,1016,1020,1051,1011,1120,1145,1164,1107,1084,119,323,297,236,246,144,111,98,104,124,38,102,42,168,265,98,171,77,90,92,-156,-694,-280,-667,-363,-470,-107,-66,323,150,-118,-592,-238,-499,-98,-372,64,11,413,242,-2,0,-12,0,-13,-6,-3,-6,-2,-3
30460,,,"Lexington-Fayette, KY",Metropolitan Statistical Area,472099,472103,473412,478930,485236,490906,495137,501469,507387,512381,514938,517056,1309,5518,6306,5670,4231,6332,5918,4994,2557,2118,1517,6168,6253,6286,6311,6261,6462,6317,6233,6086,840,3529,3520,3787,3776,4119,4091,4308,4226,4153,677,2639,2733,2499,2535,2142,2371,2009,2007,1933,334,1348,1700,1998,1115,1619,1675,1476,324,259,316,1520,1880,1191,632,2565,1881,1526,227,-64,650,2868,3580,3189,1747,4184,3556,3002,551,195,-18,11,-7,-18,-51,6,-9,-17,-1,-10
30620,,,"Lima, OH",Metropolitan Statistical Area,106331,106313,106358,105988,105244,105055,104848,104095,103613,103093,102725,102351,45,-370,-744,-189,-207,-753,-482,-520,-368,-374,339,1318,1223,1289,1322,1251,1262,1229,1250,1214,220,1077,1065,1138,1064,1109,1134,1150,1101,1079,119,241,158,151,258,142,128,79,149,135,12,51,34,18,-4,20,26,21,5,-8,-76,-662,-951,-356,-452,-920,-636,-620,-523,-501,-64,-611,-917,-338,-456,-900,-610,-599,-518,-509,-10,0,15,-2,-9,5,0,0,1,0
30700,,,"Lincoln, NE",Metropolitan Statistical Area,302157,302157,302961,306619,310328,314103,319634,323090,327409,330975,333800,336374,804,3658,3709,3775,5531,3456,4319,3566,2825,2574,1093,4274,4224,4317,4233,4290,4222,4215,4035,4077,436,2187,2070,2190,2105,2349,2298,2396,2399,2307,657,2087,2154,2127,2128,1941,1924,1819,1636,1770,150,587,822,741,1370,1051,1436,1116,836,808,27,984,776,932,2004,496,963,642,359,6,177,1571,1598,1673,3374,1547,2399,1758,1195,814,-30,0,-43,-25,29,-32,-4,-11,-6,-10
30780,,,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,699757,699790,702294,710682,717665,723159,728190,730889,734166,737557,740081,742384,2504,8388,6983,5494,5031,2699,3277,3391,2524,2303,2396,9904,9750,9833,9762,9884,9634,9120,9276,9010,1525,5986,6077,6642,6259,6660,6660,6856,6943,6831,871,3918,3673,3191,3503,3224,2974,2264,2333,2179,267,1016,1356,891,1139,1133,978,597,151,168,1309,3444,1992,1473,464,-1621,-654,539,45,-25,1576,4460,3348,2364,1603,-488,324,1136,196,143,57,10,-38,-61,-75,-37,-21,-9,-5,-19
30860,,,"Logan, UT-ID",Metropolitan Statistical Area,125442,125442,126167,127591,128693,129827,130804,132652,135521,137703,140104,142165,725,1424,1102,1134,977,1848,2869,2182,2401,2061,698,2724,2534,2573,2529,2560,2526,2438,2379,2396,121,588,571,617,619,619,669,658,667,666,577,2136,1963,1956,1910,1941,1857,1780,1712,1730,76,174,330,163,244,149,283,357,231,233,66,-887,-1201,-985,-1193,-228,730,49,458,97,142,-713,-871,-822,-949,-79,1013,406,689,330,6,1,10,0,16,-14,-1,-4,0,1
30980,,,"Longview, TX",Metropolitan Statistical Area,280000,280007,280487,282427,283056,282589,283219,283767,283641,284602,285315,286657,480,1940,629,-467,630,548,-126,961,713,1342,954,3967,3951,3867,3877,3810,3735,3577,3402,3364,522,2931,2699,2924,2894,2957,2939,3028,3055,3002,432,1036,1252,943,983,853,796,549,347,362,73,309,319,236,280,225,222,132,46,46,4,603,-932,-1644,-623,-502,-1143,266,332,946,77,912,-613,-1408,-343,-277,-921,398,378,992,-29,-8,-10,-2,-10,-28,-1,14,-12,-12
31020,,,"Longview, WA",Metropolitan Statistical Area,102410,102408,102358,102309,101663,101483,101790,102999,104740,106805,108752,110593,-50,-49,-646,-180,307,1209,1741,2065,1947,1841,295,1252,1210,1140,1140,1238,1257,1280,1277,1287,295,941,1043,1055,1125,1146,1106,1187,1238,1134,0,311,167,85,15,92,151,93,39,153,1,15,29,41,55,25,25,30,22,22,-40,-375,-846,-300,258,1088,1563,1937,1885,1664,-39,-360,-817,-259,313,1113,1588,1967,1907,1686,-11,0,4,-6,-21,4,2,5,1,2
31080,,,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,12828837,12828957,12838417,12925753,13013443,13097434,13166609,13234696,13270694,13278000,13249879,13214799,9460,87336,87690,83991,69175,68087,35998,7306,-28121,-35080,41040,170873,166996,168284,167322,167105,161554,157928,150309,149369,18113,75849,75799,78862,76519,79629,82778,82820,87087,89682,22927,95024,91197,89422,90803,87476,78776,75108,63222,59687,7981,41735,35295,42779,47842,55916,50488,41356,26822,27228,-21601,-49403,-36714,-46864,-68387,-74669,-93204,-109195,-118237,-122166,-13620,-7668,-1419,-4085,-20545,-18753,-42716,-67839,-91415,-94938,153,-20,-2088,-1346,-1083,-636,-62,37,72,171
31140,,,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,1202718,1202686,1204655,1211869,1220183,1232178,1239354,1246231,1252525,1259553,1262023,1265108,1969,7214,8314,11995,7176,6877,6294,7028,2470,3085,3872,15354,15229,15267,15400,15492,15502,15358,15238,14990,2662,11025,11127,11625,11448,12012,12541,12970,12483,12138,1210,4329,4102,3642,3952,3480,2961,2388,2755,2852,504,2033,2817,3505,1929,2785,2850,2389,686,671,352,880,1529,4853,1473,754,549,2314,-944,-393,856,2913,4346,8358,3402,3539,3399,4703,-258,278,-97,-28,-134,-5,-178,-142,-66,-63,-27,-45
31180,,,"Lubbock, TX",Metropolitan Statistical Area,290805,290889,292241,295338,297793,301167,306056,310001,313780,317094,319239,322257,1352,3097,2455,3374,4889,3945,3779,3314,2145,3018,1122,4112,4003,4114,4396,4375,4347,4242,4146,4068,555,2345,2329,2423,2371,2606,2508,2603,2775,2714,567,1767,1674,1691,2025,1769,1839,1639,1371,1354,75,297,351,362,421,500,432,418,295,252,667,1037,446,1318,2409,1680,1508,1253,481,1414,742,1334,797,1680,2830,2180,1940,1671,776,1666,43,-4,-16,3,34,-4,0,4,-2,-2
31340,,,"Lynchburg, VA",Metropolitan Statistical Area,252634,252654,252969,254190,255725,256832,257953,259447,260537,261813,262893,263566,315,1221,1535,1107,1121,1494,1090,1276,1080,673,737,2865,2856,2819,2753,2875,2852,2829,2849,2844,655,2537,2476,2584,2513,2688,2595,2770,2816,2804,82,328,380,235,240,187,257,59,33,40,52,221,267,301,526,541,553,524,279,267,203,674,893,588,374,766,293,702,774,376,255,895,1160,889,900,1307,846,1226,1053,643,-22,-2,-5,-17,-19,0,-13,-9,-6,-10
31420,,,"Macon-Bibb County, GA",Metropolitan Statistical Area,232293,232245,232199,232707,232734,231225,230441,229795,229148,228985,229594,229996,-46,508,27,-1509,-784,-646,-647,-163,609,402,785,3130,3188,2957,2993,3018,2872,2832,2731,2694,606,2295,2230,2422,2243,2419,2399,2481,2545,2653,179,835,958,535,750,599,473,351,186,41,33,125,209,235,182,224,287,183,148,143,-244,-448,-1123,-2330,-1725,-1458,-1403,-688,279,235,-211,-323,-914,-2095,-1543,-1234,-1116,-505,427,378,-14,-4,-17,51,9,-11,-4,-9,-4,-17
31460,,,"Madera, CA",Metropolitan Statistical Area,150865,150834,150986,151675,151527,151370,153456,153576,153956,155423,156882,157327,152,689,-148,-157,2086,120,380,1467,1459,445,574,2441,2379,2291,2262,2296,2291,2179,2178,2108,325,1009,1051,1048,1044,1051,1085,1127,1071,1060,249,1432,1328,1243,1218,1245,1206,1052,1107,1048,-35,-67,-59,70,-32,30,68,-71,-148,-139,-57,-674,-1461,-1491,884,-1158,-894,492,502,-464,-92,-741,-1520,-1421,852,-1128,-826,421,354,-603,-5,-2,44,21,16,3,0,-6,-2,0
31540,,,"Madison, WI",Metropolitan Statistical Area,605435,605466,606625,613159,619719,626833,633369,640198,648388,655250,659927,664865,1159,6534,6560,7114,6536,6829,8190,6862,4677,4938,1919,7294,7343,7449,7521,7384,7368,7349,6944,6988,1023,4057,3977,4187,4343,4314,4312,4376,4457,4453,896,3237,3366,3262,3178,3070,3056,2973,2487,2535,297,1197,1414,2071,1943,2451,2090,2088,1061,988,23,2088,1781,1783,1462,1347,3036,1806,1136,1418,320,3285,3195,3854,3405,3798,5126,3894,2197,2406,-57,12,-1,-2,-47,-39,8,-5,-7,-3
31700,,,"Manchester-Nashua, NH",Metropolitan Statistical Area,400721,400706,401055,402774,404344,405281,407275,408985,411333,413204,414630,417025,349,1719,1570,937,1994,1710,2348,1871,1426,2395,1131,4547,4306,4368,4124,4231,4213,4253,4126,4148,635,2944,2973,3027,3034,3407,3269,3485,3410,3390,496,1603,1333,1341,1090,824,944,768,716,758,270,1485,1680,1238,1385,1917,1949,1371,1272,1002,-403,-1365,-1408,-1622,-420,-994,-528,-253,-554,650,-133,120,272,-384,965,923,1421,1118,718,1652,-14,-4,-35,-20,-61,-37,-17,-15,-8,-15
31740,,,"Manhattan, KS",Metropolitan Statistical Area,127081,127094,128521,130746,137731,136294,135665,136989,134000,131667,131698,130285,1427,2225,6985,-1437,-629,1324,-2989,-2333,31,-1413,618,2528,2464,2528,2498,2444,2418,2302,2025,2052,183,664,692,691,707,737,754,803,712,742,435,1864,1772,1837,1791,1707,1664,1499,1313,1310,255,656,1665,906,887,1439,961,298,269,446,672,-308,3357,-4263,-3365,-1840,-5648,-4153,-1550,-3174,927,348,5022,-3357,-2478,-401,-4687,-3855,-1281,-2728,65,13,191,83,58,18,34,23,-1,5
31860,,,"Mankato, MN",Metropolitan Statistical Area,96740,96742,96844,97325,97994,97718,98670,99199,100075,100968,101577,101927,102,481,669,-276,952,529,876,893,609,350,303,1172,1147,1096,1124,1105,1119,1136,1047,1068,144,661,664,714,688,715,691,732,751,729,159,511,483,382,436,390,428,404,296,339,22,94,94,118,264,248,231,162,140,137,-75,-125,99,-790,265,-98,217,332,176,-125,-53,-31,193,-672,529,150,448,494,316,12,-4,1,-7,14,-13,-11,0,-5,-3,-1
31900,,,"Mansfield, OH",Metropolitan Statistical Area,124475,124474,124162,123144,122633,122314,121999,121688,121242,120430,120987,121154,-312,-1018,-511,-319,-315,-311,-446,-812,557,167,312,1413,1416,1409,1416,1402,1394,1314,1348,1319,329,1351,1321,1393,1316,1462,1370,1530,1435,1397,-17,62,95,16,100,-60,24,-216,-87,-78,3,14,18,29,44,41,37,26,15,11,-305,-1097,-628,-356,-449,-280,-503,-620,631,240,-302,-1083,-610,-327,-405,-239,-466,-594,646,251,7,3,4,-8,-10,-12,-4,-2,-2,-6
32580,,,"McAllen-Edinburg-Mission, TX",Metropolitan Statistical Area,774769,774764,779149,795517,808334,818619,829819,839667,848960,856249,862298,868707,4385,16368,12817,10285,11200,9848,9293,7289,6049,6409,3771,16377,16133,16311,16175,16331,15578,14674,13962,14054,909,3566,3699,3843,4078,4151,4116,4298,4570,4597,2862,12811,12434,12468,12097,12180,11462,10376,9392,9457,285,2271,2020,1274,1599,1675,1981,562,99,-18,1212,1326,-1542,-3447,-2422,-3970,-4135,-3646,-3452,-3038,1497,3597,478,-2173,-823,-2295,-2154,-3084,-3353,-3056,26,-40,-95,-10,-74,-37,-15,-3,10,8
32780,,,"Medford, OR",Metropolitan Statistical Area,203206,203204,203341,204747,205852,207179,209189,211403,214366,216746,219411,220944,137,1406,1105,1327,2010,2214,2963,2380,2665,1533,574,2409,2256,2286,2342,2323,2350,2295,2257,2251,541,2188,2212,2254,2311,2291,2311,2451,2415,2325,33,221,44,32,31,32,39,-156,-158,-74,6,117,-97,-126,-29,-60,65,66,-42,-41,121,1072,1166,1425,1985,2232,2854,2468,2863,1652,127,1189,1069,1299,1956,2172,2919,2534,2821,1611,-23,-4,-8,-4,23,10,5,2,2,-4
32820,,,"Memphis, TN-MS-AR",Metropolitan Statistical Area,1316100,1316102,1317489,1323741,1331396,1332114,1333432,1334790,1336204,1338582,1342497,1346045,1387,6252,7655,718,1318,1358,1414,2378,3915,3548,4504,18760,19164,18804,18790,18750,18391,18086,17952,17720,2506,10779,10677,11372,11277,11635,11632,12102,12218,12353,1998,7981,8487,7432,7513,7115,6759,5984,5734,5367,203,1654,1151,1473,1253,1701,1197,1691,1658,1656,-797,-3381,-1838,-8320,-7556,-7473,-6548,-5300,-3473,-3472,-594,-1727,-687,-6847,-6303,-5772,-5351,-3609,-1815,-1816,-17,-2,-145,133,108,15,6,3,-4,-3
32900,,,"Merced, CA",Metropolitan Statistical Area,255793,255796,256721,259297,260867,262026,264419,266353,267628,271096,274151,277680,925,2576,1570,1159,2393,1934,1275,3468,3055,3529,1066,4301,4302,4192,4210,4103,4109,4288,3961,4086,432,1454,1559,1614,1611,1676,1792,1831,1799,1787,634,2847,2743,2578,2599,2427,2317,2457,2162,2299,21,76,-39,74,119,224,273,9,-150,-144,269,-338,-1127,-1508,-286,-705,-1317,1012,1046,1381,290,-262,-1166,-1434,-167,-481,-1044,1021,896,1237,1,-9,-7,15,-39,-12,2,-10,-3,-7
33100,,,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,5564635,5566274,5583394,5668271,5745743,5822754,5893858,5969135,6055686,6118155,6143837,6166488,17120,84877,77472,77011,71104,75277,86551,62469,25682,22651,15682,66104,66324,65929,67944,68803,69904,70208,68434,67565,11331,45933,45465,46782,46040,48484,49318,50348,51920,53181,4351,20171,20859,19147,21904,20319,20586,19860,16514,14384,12966,57267,54393,59397,61993,70979,85276,87957,66236,58819,195,7476,2253,-1230,-12784,-16049,-19284,-45405,-57137,-50615,13161,64743,56646,58167,49209,54930,65992,42552,9099,8204,-392,-37,-33,-303,-9,28,-27,57,69,63
33140,,,"Michigan City-La Porte, IN",Metropolitan Statistical Area,111467,111466,111459,111317,111304,111423,111735,110835,110222,109842,109981,109888,-7,-142,-13,119,312,-900,-613,-380,139,-93,335,1326,1302,1326,1344,1318,1323,1290,1263,1248,226,1136,1155,1157,1131,1263,1188,1313,1182,1215,109,190,147,169,213,55,135,-23,81,33,4,-6,15,-4,7,-12,21,7,42,7,-119,-323,-162,-25,118,-948,-769,-362,20,-127,-115,-329,-147,-29,125,-960,-748,-355,62,-120,-1,-3,-13,-21,-26,5,0,-2,-4,-6
33220,,,"Midland, MI",Metropolitan Statistical Area,83629,83621,83651,83805,83721,83651,83492,83662,83422,83314,83223,83156,30,154,-84,-70,-159,170,-240,-108,-91,-67,221,861,865,825,861,894,844,887,820,855,136,688,690,737,664,692,773,818,760,743,85,173,175,88,197,202,71,69,60,112,35,145,171,181,125,120,144,113,62,64,-88,-161,-432,-339,-483,-150,-454,-289,-211,-241,-53,-16,-261,-158,-358,-30,-310,-176,-149,-177,-2,-3,2,0,2,-2,-1,-1,-2,-2
33260,,,"Midland, TX",Metropolitan Statistical Area,141671,141671,141783,145108,152312,157628,162187,167974,169466,170849,178186,182603,112,3325,7204,5316,4559,5787,1492,1383,7337,4417,566,2333,2496,2724,2859,3027,3071,2978,2998,3084,247,1065,1021,1101,1067,1128,1151,1136,1150,1190,319,1268,1475,1623,1792,1899,1920,1842,1848,1894,13,82,202,309,496,559,540,443,335,328,-215,1964,5307,3281,2200,3271,-970,-902,5133,2181,-202,2046,5509,3590,2696,3830,-430,-459,5468,2509,-5,11,220,103,71,58,2,0,21,14
33340,,,"Milwaukee-Waukesha, WI",Metropolitan Statistical Area,1555908,1555954,1556678,1561296,1567248,1571732,1575002,1576496,1576004,1574444,1573995,1575179,724,4618,5952,4484,3270,1494,-492,-1560,-449,1184,5137,20172,20179,19857,20011,19938,19839,19504,19251,18927,3194,13056,12885,13197,13161,13377,13465,13710,13951,13810,1943,7116,7294,6660,6850,6561,6374,5794,5300,5117,432,1762,2476,3365,3307,3726,3273,3261,2419,1277,-1608,-4239,-3616,-5431,-6788,-8739,-10112,-10587,-8135,-5140,-1176,-2477,-1140,-2066,-3481,-5013,-6839,-7326,-5716,-3863,-43,-21,-202,-110,-99,-54,-27,-28,-33,-70
33460,,,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,3333633,3333628,3340007,3373392,3405952,3440782,3476192,3503728,3538527,3575699,3610061,3640043,6379,33385,32560,34830,35410,27536,34799,37172,34362,29982,11573,44724,44637,45561,46169,45925,45979,45834,44630,44602,5011,21174,20677,22119,21933,23292,23336,24395,24283,24290,6562,23550,23960,23442,24236,22633,22643,21439,20347,20312,2409,9773,9111,8669,12191,12233,12177,7857,6782,6645,-2532,86,-215,3073,-453,-7029,113,8040,7353,3202,-123,9859,8896,11742,11738,5204,12290,15897,14135,9847,-60,-24,-296,-354,-564,-301,-134,-164,-120,-177
33540,,,"Missoula, MT",Metropolitan Statistical Area,109299,109296,109467,110245,111042,111900,112801,114122,116349,117834,118640,119600,171,778,797,858,901,1321,2227,1485,806,960,323,1200,1214,1221,1255,1244,1229,1221,1088,1131,214,803,759,825,841,864,869,980,872,887,109,397,455,396,414,380,360,241,216,244,44,89,17,356,93,87,210,152,111,112,24,292,330,123,407,850,1648,1084,477,603,68,381,347,479,500,937,1858,1236,588,715,-6,0,-5,-17,-13,4,9,8,2,1
33660,,,"Mobile, AL",Metropolitan Statistical Area,430573,430719,430941,430423,430962,430815,431017,431294,431566,430567,430310,429536,222,-518,539,-147,202,277,272,-999,-257,-774,1386,5777,5843,5552,5821,5871,5765,5755,5709,5608,974,4331,4234,4606,4496,4370,4564,4619,4588,4767,412,1446,1609,946,1325,1501,1201,1136,1121,841,124,616,714,605,480,584,628,400,454,280,-287,-2580,-1738,-1663,-1553,-1775,-1540,-2532,-1817,-1886,-163,-1964,-1024,-1058,-1073,-1191,-912,-2132,-1363,-1606,-27,0,-46,-35,-50,-33,-17,-3,-15,-9
33700,,,"Modesto, CA",Metropolitan Statistical Area,514453,514450,515145,517560,520424,523451,528015,533211,539255,544717,548126,550660,695,2415,2864,3027,4564,5196,6044,5462,3409,2534,1920,7785,7696,7508,7496,7672,7782,7755,7413,7393,909,3671,3812,3852,3929,4117,4277,4388,4499,4317,1011,4114,3884,3656,3567,3555,3505,3367,2914,3076,119,581,296,590,584,820,855,478,140,144,-416,-2280,-1284,-1195,505,881,1717,1651,372,-679,-297,-1699,-988,-605,1089,1701,2572,2129,512,-535,-19,0,-32,-24,-92,-60,-33,-34,-17,-7
33740,,,"Monroe, LA",Metropolitan Statistical Area,204420,204487,204675,204886,205151,205454,205570,205668,205319,203894,202138,200261,188,211,265,303,116,98,-349,-1425,-1756,-1877,664,2980,3006,2805,3009,2952,2890,2810,2649,2606,446,2139,2033,2118,2235,2184,2218,2186,2278,2243,218,841,973,687,774,768,672,624,371,363,30,164,50,136,92,89,90,41,43,44,-52,-791,-743,-498,-737,-740,-1104,-2090,-2177,-2285,-22,-627,-693,-362,-645,-651,-1014,-2049,-2134,-2241,-8,-3,-15,-22,-13,-19,-7,0,7,1
33780,,,"Monroe, MI",Metropolitan Statistical Area,152021,152031,151936,151496,150804,150139,149847,149353,149159,149449,150174,150500,-95,-440,-692,-665,-292,-494,-194,290,725,326,428,1594,1536,1523,1545,1503,1468,1503,1494,1459,357,1288,1386,1425,1454,1417,1386,1490,1528,1481,71,306,150,98,91,86,82,13,-34,-22,20,57,74,66,46,8,24,8,-8,-10,-189,-806,-936,-836,-419,-582,-296,281,777,369,-169,-749,-862,-770,-373,-574,-272,289,769,359,3,3,20,7,-10,-6,-4,-12,-10,-11
