CBSA,MDIV,STCOU,NAME,LSAD,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,NPOPCHG2010,NPOPCHG2011,NPOPCHG2012,NPOPCHG2013,NPOPCHG2014,NPOPCHG2015,NPOPCHG2016,NPOPCHG2017,NPOPCHG2018,NPOPCHG2019,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,BIRTHS2016,BIRTHS2017,BIRTHS2018,BIRTHS2019,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,DEATHS2016,DEATHS2017,DEATHS2018,DEATHS2019,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,NATURALINC2016,NATURALINC2017,NATURALINC2018,NATURALINC2019,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,INTERNATIONALMIG2016,INTERNATIONALMIG2017,INTERNATIONALMIG2018,INTERNATIONALMIG2019,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,DOMESTICMIG2016,DOMESTICMIG2017,DOMESTICMIG2018,DOMESTICMIG2019,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,NETMIG2016,NETMIG2017,NETMIG2018,NETMIG2019,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,RESIDUAL2016,RESIDUAL2017,RESIDUAL2018,RESIDUAL2019
24020,,,"Glens Falls, NY",Metropolitan Statistical Area,128923,128946,129021,128827,128420,127848,127341,126666,126233,125924,125489,125148,75,-194,-407,-572,-507,-675,-433,-309,-435,-341,283,1255,1269,1219,1147,1133,1123,1110,1126,1074,297,1259,1263,1246,1272,1407,1255,1358,1361,1355,-14,-4,6,-27,-125,-274,-132,-248,-235,-281,5,18,25,26,44,60,62,45,35,30,96,-205,-424,-565,-414,-457,-359,-100,-226,-83,101,-187,-399,-539,-370,-397,-297,-55,-191,-53,-12,-3,-14,-6,-12,-4,-4,-6,-9,-7
24140,,,"Goldsboro, NC",Metropolitan Statistical Area,122623,122661,122886,124038,124559,124587,124586,124342,124269,123034,123237,123131,225,1152,521,28,-1,-244,-73,-1235,203,-106,403,1661,1768,1728,1736,1696,1634,1577,1650,1608,225,1146,1115,1115,1107,1155,1178,1283,1342,1384,178,515,653,613,629,541,456,294,308,224,77,104,442,362,332,405,281,235,186,214,-14,532,-564,-953,-964,-1197,-806,-1773,-285,-542,63,636,-122,-591,-632,-792,-525,-1538,-99,-328,-16,1,-10,6,2,7,-4,9,-6,-2
24220,,,"Grand Forks, ND-MN",Metropolitan Statistical Area,98461,98464,98633,98194,99093,100741,101260,101849,102171,102126,101766,100815,169,-439,899,1648,519,589,322,-45,-360,-951,348,1331,1396,1355,1413,1476,1468,1470,1389,1395,195,838,813,846,795,802,810,879,843,870,153,493,583,509,618,674,658,591,546,525,89,229,232,206,172,316,203,334,69,96,-65,-1166,92,916,-270,-394,-538,-973,-978,-1577,24,-937,324,1122,-98,-78,-335,-639,-909,-1481,-8,5,-8,17,-1,-7,-1,3,3,5
24260,,,"Grand Island, NE",Metropolitan Statistical Area,72726,72744,72936,73547,74238,74652,75240,75319,75598,75456,75476,75553,192,611,691,414,588,79,279,-142,20,77,264,1080,1047,1085,1191,1193,1147,1140,1094,1111,140,709,661,690,645,693,681,768,696,663,124,371,386,395,546,500,466,372,398,448,62,211,221,247,331,262,339,294,233,208,12,31,99,-223,-277,-689,-525,-812,-612,-578,74,242,320,24,54,-427,-186,-518,-379,-370,-6,-2,-15,-5,-12,6,-1,4,1,-1
24300,,,"Grand Junction, CO",Metropolitan Statistical Area,146723,146733,146259,147174,147317,147175,147113,148025,149736,151170,152951,154210,-474,915,143,-142,-62,912,1711,1434,1781,1259,477,1907,1818,1854,1761,1828,1755,1611,1700,1631,327,1306,1306,1382,1387,1500,1479,1523,1539,1515,150,601,512,472,374,328,276,88,161,116,12,68,-20,-37,-57,-33,-40,-40,-13,-13,-667,252,-319,-558,-361,621,1472,1385,1629,1150,-655,320,-339,-595,-418,588,1432,1345,1616,1137,31,-6,-30,-19,-18,-4,3,1,4,6
24340,,,"Grand Rapids-Kentwood, MI",Metropolitan Statistical Area,993670,993663,994262,1002556,1013655,1025473,1036234,1044842,1054710,1063670,1071370,1077370,599,8294,11099,11818,10761,8608,9868,8960,7700,6000,3559,13448,13628,13802,13660,13620,13633,13604,13263,13339,1797,6946,7100,7292,7419,7763,7740,7900,7965,7947,1762,6502,6528,6510,6241,5857,5893,5704,5298,5392,352,1701,2355,2128,2121,1774,2654,1865,1363,1316,-1543,119,2312,3211,2529,1072,1366,1433,1073,-669,-1191,1820,4667,5339,4650,2846,4020,3298,2436,647,28,-28,-96,-31,-130,-95,-45,-42,-34,-39
24420,,,"Grants Pass, OR",Metropolitan Statistical Area,82713,82719,82879,82702,82755,83131,83377,84528,85504,86584,87150,87487,160,-177,53,376,246,1151,976,1080,566,337,216,781,782,821,862,879,866,865,872,866,232,1211,1158,1179,1182,1198,1192,1271,1216,1190,-16,-430,-376,-358,-320,-319,-326,-406,-344,-324,5,-12,-33,-30,-19,-6,9,0,-28,-26,171,272,468,759,583,1461,1292,1484,938,693,176,260,435,729,564,1455,1301,1484,910,667,0,-7,-6,5,2,15,1,2,0,-6
24500,,,"Great Falls, MT",Metropolitan Statistical Area,81327,81326,81507,81714,81622,82194,82056,81878,81562,81633,81688,81366,181,207,-92,572,-138,-178,-316,71,55,-322,312,1196,1181,1183,1149,1201,1118,1091,1039,1054,230,818,790,793,800,827,903,932,821,785,82,378,391,390,349,374,215,159,218,269,61,29,216,157,75,99,98,41,-23,6,40,-196,-703,35,-557,-651,-627,-122,-136,-595,101,-167,-487,192,-482,-552,-529,-81,-159,-589,-2,-4,4,-10,-5,0,-2,-7,-4,-2
24540,,,"Greeley, CO",Metropolitan Statistical Area,252825,252827,254207,258827,264131,270165,277112,285819,295712,305885,314815,324492,1380,4620,5304,6034,6947,8707,9893,10173,8930,9677,939,3755,3794,3820,3957,4080,4306,4272,4304,4360,369,1444,1455,1567,1618,1725,1742,1837,1882,1856,570,2311,2339,2253,2339,2355,2564,2435,2422,2504,27,381,157,84,255,344,214,265,394,363,730,1920,2744,3621,4256,5926,7070,7423,6083,6778,757,2301,2901,3705,4511,6270,7284,7688,6477,7141,53,8,64,76,97,82,45,50,31,32
24580,,,"Green Bay, WI",Metropolitan Statistical Area,306241,306241,306754,308613,310605,311947,314003,315652,317369,319694,321384,322906,513,1859,1992,1342,2056,1649,1717,2325,1690,1522,1022,3916,4007,3943,4015,3902,3938,3865,3812,3759,524,2325,2326,2398,2289,2571,2503,2669,2528,2400,498,1591,1681,1545,1726,1331,1435,1196,1284,1359,77,263,323,379,402,435,439,431,428,178,-34,15,41,-546,-13,-83,-141,719,-18,-7,43,278,364,-167,389,352,298,1150,410,171,-28,-10,-53,-36,-59,-34,-16,-21,-4,-8
24660,,,"Greensboro-High Point, NC",Metropolitan Statistical Area,723801,723923,725264,730095,735475,740604,746497,751285,758635,762071,766473,771851,1341,4831,5380,5129,5893,4788,7350,3436,4402,5378,2097,8627,8574,8780,8631,8755,8676,8700,8560,8520,1310,6173,6175,6664,6465,6964,6918,7286,7215,7349,787,2454,2399,2116,2166,1791,1758,1414,1345,1171,325,886,1416,1567,1652,1394,1534,1636,1238,1182,306,1497,1647,1490,2184,1681,4063,429,1843,3057,631,2383,3063,3057,3836,3075,5597,2065,3081,4239,-77,-6,-82,-44,-109,-78,-5,-43,-24,-32
24780,,,"Greenville, NC",Metropolitan Statistical Area,168148,168176,168863,170791,172980,174380,174974,176071,177171,178607,179575,180742,687,1928,2189,1400,594,1097,1100,1436,968,1167,544,2097,2155,2126,2137,2131,2099,2037,2083,2053,215,1142,1185,1195,1173,1255,1259,1284,1378,1432,329,955,970,931,964,876,840,753,705,621,46,128,190,190,161,156,132,151,116,101,296,842,1020,297,-513,85,134,533,149,444,342,970,1210,487,-352,241,266,684,265,545,16,3,9,-18,-18,-20,-6,-1,-2,1
24860,,,"Greenville-Anderson, SC",Metropolitan Statistical Area,824112,824031,825625,833220,840903,848417,860285,872521,884327,895357,907028,920477,1594,7595,7683,7514,11868,12236,11806,11030,11671,13449,2560,10358,10265,10199,10396,10730,10654,10654,10529,10516,1649,7462,7572,7975,7965,8270,8479,8770,8829,8752,911,2896,2693,2224,2431,2460,2175,1884,1700,1764,226,958,1081,1118,1606,1749,1507,1811,2036,1825,482,3743,3914,4140,7735,7997,8113,7336,7925,9831,708,4701,4995,5258,9341,9746,9620,9147,9961,11656,-25,-2,-5,32,96,30,11,-1,10,29
25060,,,"Gulfport-Biloxi, MS",Metropolitan Statistical Area,388488,388591,389324,393744,396803,399940,403841,406604,408865,412754,414686,417665,733,4420,3059,3137,3901,2763,2261,3889,1932,2979,1234,5077,5100,4959,5191,5158,5101,5151,4890,4842,942,3526,3606,3876,3790,4079,4026,4098,4193,4084,292,1551,1494,1083,1401,1079,1075,1053,697,758,201,575,955,623,726,986,369,483,504,173,222,2288,619,1441,1819,714,827,2354,729,2046,423,2863,1574,2064,2545,1700,1196,2837,1233,2219,18,6,-9,-10,-45,-16,-10,-1,2,2
25180,,,"Hagerstown-Martinsburg, MD-WV",Metropolitan Statistical Area,269140,269146,269833,271983,273429,274926,276755,278236,280717,282958,285722,288104,687,2150,1446,1497,1829,1481,2481,2241,2764,2382,790,3155,3225,3294,3310,3268,3221,3152,3204,3174,665,2441,2553,2643,2643,2768,2730,2872,2957,2895,125,714,672,651,667,500,491,280,247,279,45,326,226,216,192,208,193,174,148,14,497,1110,562,622,954,777,1803,1790,2373,2094,542,1436,788,838,1146,985,1996,1964,2521,2108,20,0,-14,8,16,-4,-6,-3,-4,-5
25220,,,"Hammond, LA",Metropolitan Statistical Area,121097,121109,121485,122700,123646,125520,127010,128716,130619,132353,133837,134758,376,1215,946,1874,1490,1706,1903,1734,1484,921,394,1850,1896,1927,1954,1925,1987,2005,1972,1953,200,1074,1143,1172,1193,1204,1170,1322,1367,1383,194,776,753,755,761,721,817,683,605,570,9,122,29,164,74,24,77,8,0,1,166,319,189,948,656,956,1008,1041,874,350,175,441,218,1112,730,980,1085,1049,874,351,7,-2,-25,7,-1,5,1,2,5,0
25260,,,"Hanford-Corcoran, CA",Metropolitan Statistical Area,152982,152974,152370,151868,150991,150337,149495,150085,149382,149665,151382,152940,-604,-502,-877,-654,-842,590,-703,283,1717,1558,570,2576,2397,2464,2301,2359,2262,2303,2327,2321,215,754,816,804,814,801,789,840,889,887,355,1822,1581,1660,1487,1558,1473,1463,1438,1434,55,-24,264,131,133,223,140,-5,-148,-74,-1108,-2315,-2798,-2509,-2530,-1194,-2327,-1183,423,197,-1053,-2339,-2534,-2378,-2397,-971,-2187,-1188,275,123,94,15,76,64,68,3,11,8,4,1
25420,,,"Harrisburg-Carlisle, PA",Metropolitan Statistical Area,549475,549444,550088,552280,555057,558139,561164,564678,567510,570784,574149,577941,644,2192,2777,3082,3025,3514,2832,3274,3365,3792,1613,6634,6404,6495,6484,6513,6604,6574,6523,6430,1208,5088,5074,5258,4976,5239,5235,5562,5472,5359,405,1546,1330,1237,1508,1274,1369,1012,1051,1071,324,1346,1409,1614,1831,1726,1957,1701,1628,1084,-50,-684,79,285,-262,550,-470,592,703,1665,274,662,1488,1899,1569,2276,1487,2293,2331,2749,-35,-16,-41,-54,-52,-36,-24,-31,-17,-28
25500,,,"Harrisonburg, VA",Metropolitan Statistical Area,125228,125221,125401,126796,128449,128956,130420,131120,132909,134041,134749,134964,180,1395,1653,507,1464,700,1789,1132,708,215,344,1412,1326,1363,1434,1389,1493,1547,1438,1435,213,905,953,975,895,1023,1026,1044,1055,1055,131,507,373,388,539,366,467,503,383,380,69,339,433,474,569,543,607,576,362,257,-6,547,836,-350,374,-203,714,53,-40,-426,63,886,1269,124,943,340,1321,629,322,-169,-14,2,11,-5,-18,-6,1,0,3,4
25540,,,"Hartford-East Hartford-Middletown, CT",Metropolitan Statistical Area,1212381,1212471,1214091,1216088,1215307,1214785,1213886,1211748,1208595,1207027,1206139,1204877,1620,1997,-781,-522,-899,-2138,-3153,-1568,-888,-1262,3147,12446,12086,11880,11858,12127,11825,11694,11638,11508,2464,10390,10116,10338,10249,10539,10315,10957,10941,10875,683,2056,1970,1542,1609,1588,1510,737,697,633,787,4299,5130,3659,6188,5857,5204,5271,6860,4140,231,-4348,-7952,-5695,-8763,-9611,-9897,-7596,-8473,-6050,1018,-49,-2822,-2036,-2575,-3754,-4693,-2325,-1613,-1910,-81,-10,71,-28,67,28,30,20,28,15
25620,,,"Hattiesburg, MS",Metropolitan Statistical Area,162410,162418,162856,164801,165994,166971,167179,167873,168158,167719,168292,168849,438,1945,1193,977,208,694,285,-439,573,557,539,2336,2285,2326,2205,2257,2246,2205,2180,2158,384,1455,1477,1590,1511,1550,1642,1631,1616,1549,155,881,808,736,694,707,604,574,564,609,22,127,130,135,164,254,47,101,186,190,249,932,241,99,-681,-266,-360,-1119,-175,-244,271,1059,371,234,-517,-12,-313,-1018,11,-54,12,5,14,7,31,-1,-6,5,-2,2
25860,,,"Hickory-Lenoir-Morganton, NC",Metropolitan Statistical Area,365497,365794,365565,364478,363670,363379,363035,363346,364798,367085,368449,369711,-229,-1087,-808,-291,-344,311,1452,2287,1364,1262,927,3761,3884,3741,3764,3822,3770,3757,3700,3691,868,3759,3737,3959,3809,4125,4037,3956,4168,4115,59,2,147,-218,-45,-303,-267,-199,-468,-424,56,102,256,296,283,415,392,408,360,356,-325,-1187,-1181,-327,-518,250,1348,2093,1486,1347,-269,-1085,-925,-31,-235,665,1740,2501,1846,1703,-19,-4,-30,-42,-64,-51,-21,-15,-14,-17
25940,,,"Hilton Head Island-Bluffton, SC",Metropolitan Statistical Area,187010,187010,187777,189330,193145,197292,201725,207256,211269,215019,218023,222195,767,1553,3815,4147,4433,5531,4013,3750,3004,4172,584,2402,2363,2352,2378,2456,2362,2323,2338,2289,427,1524,1456,1603,1722,1737,1781,1843,1985,2023,157,878,907,749,656,719,581,480,353,266,169,146,878,441,398,590,306,226,138,244,418,530,1975,2896,3287,4163,3114,3029,2505,3640,587,676,2853,3337,3685,4753,3420,3255,2643,3884,23,-1,55,61,92,59,12,15,8,22
25980,,,"Hinesville, GA",Metropolitan Statistical Area,77917,77929,77339,80267,80406,78825,81120,79269,79845,80399,79697,80994,-590,2928,139,-1581,2295,-1851,576,554,-702,1297,407,1367,1936,1666,1629,1826,1721,1648,1715,1631,118,377,395,401,399,455,465,466,484,497,289,990,1541,1265,1230,1371,1256,1182,1231,1134,85,85,900,390,329,475,266,80,-3,-44,-1068,1839,-2430,-3351,684,-3762,-949,-700,-1938,209,-983,1924,-1530,-2961,1013,-3287,-683,-620,-1941,165,104,14,128,115,52,65,3,-8,8,-2
26140,,,"Homosassa Springs, FL",Metropolitan Statistical Area,141236,141230,141173,139764,139180,138829,138828,140287,142804,145415,147682,149657,-57,-1409,-584,-351,-1,1459,2517,2611,2267,1975,243,1061,1064,1008,1034,1025,1040,1050,1098,1066,596,2282,2305,2435,2430,2580,2508,2521,2711,2706,-353,-1221,-1241,-1427,-1396,-1555,-1468,-1471,-1613,-1640,15,52,53,48,38,36,45,48,14,-18,285,-224,623,1025,1345,2945,3925,4022,3860,3619,300,-172,676,1073,1383,2981,3970,4070,3874,3601,-4,-16,-19,3,12,33,15,12,6,14
26300,,,"Hot Springs, AR",Metropolitan Statistical Area,96024,95999,96067,96854,96986,97654,97758,97814,98282,98327,98966,99386,68,787,132,668,104,56,468,45,639,420,292,1148,1078,1113,1081,1096,1124,1075,1108,1071,367,1342,1348,1419,1302,1387,1373,1390,1413,1347,-75,-194,-270,-306,-221,-291,-249,-315,-305,-276,5,1,-16,-4,-6,37,28,-1,-27,-27,137,980,428,965,349,319,693,366,971,726,142,981,412,961,343,356,721,365,944,699,1,0,-10,13,-18,-9,-4,-5,0,-3
26380,,,"Houma-Thibodaux, LA",Metropolitan Statistical Area,208178,208185,208251,208713,208885,209983,211368,212131,211512,209946,209144,208075,66,462,172,1098,1385,763,-619,-1566,-802,-1069,688,2841,2897,2779,2959,3083,2980,2808,2679,2623,391,1755,1815,1948,1972,1969,1836,1944,2094,2032,297,1086,1082,831,987,1114,1144,864,585,591,43,311,132,286,159,156,229,87,101,49,-274,-934,-1038,1,279,-487,-1998,-2527,-1489,-1708,-231,-623,-906,287,438,-331,-1769,-2440,-1388,-1659,0,-1,-4,-20,-40,-20,6,10,1,-1
26420,,,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,5920416,5920487,5947236,6056193,6183531,6328208,6500199,6671808,6806503,6900090,6976147,7066141,26749,108957,127338,144677,171991,171609,134695,93587,76057,89994,22306,92015,91502,93055,97407,100687,101997,99718,95662,95261,8298,32791,33655,35737,36473,37996,38923,39736,42729,43245,14008,59224,57847,57318,60934,62691,63074,59982,52933,52016,5571,26144,30134,31888,42877,46506,44463,42864,32360,30746,7097,23594,39080,54761,67090,62052,27109,-9481,-9392,7147,12668,49738,69214,86649,109967,108558,71572,33383,22968,37893,73,-5,277,710,1090,360,49,222,156,85
26580,,,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,370908,370899,371065,371126,370972,370179,368938,367224,365020,361970,359069,355873,166,61,-154,-793,-1241,-1714,-2204,-3050,-2901,-3196,967,4166,4245,4312,4422,4267,4025,3905,3704,3608,891,4242,4076,4371,4324,4646,4465,4833,4642,4416,76,-76,169,-59,98,-379,-440,-928,-938,-808,16,201,103,48,36,50,40,-3,-62,-70,108,-56,-386,-753,-1340,-1364,-1792,-2111,-1893,-2318,124,145,-283,-705,-1304,-1314,-1752,-2114,-1955,-2388,-34,-8,-40,-29,-35,-21,-12,-8,-8,0
26620,,,"Huntsville, AL",Metropolitan Statistical Area,417593,417593,419276,425122,430056,435541,440395,444542,449576,455892,463181,471824,1683,5846,4934,5485,4854,4147,5034,6316,7289,8643,1191,5261,5035,4975,5200,5235,5214,5242,5271,5256,755,3399,3292,3564,3429,3796,3881,4028,4179,4169,436,1862,1743,1411,1771,1439,1333,1214,1092,1087,109,587,705,525,445,578,699,411,512,262,1086,3383,2499,3516,2660,2162,3006,4688,5672,7266,1195,3970,3204,4041,3105,2740,3705,5099,6184,7528,52,14,-13,33,-22,-32,-4,3,13,28
26820,,,"Idaho Falls, ID",Metropolitan Statistical Area,133265,133331,133813,134959,136165,136840,137838,139542,142520,145512,148436,151530,482,1146,1206,675,998,1704,2978,2992,2924,3094,660,2535,2424,2447,2307,2510,2434,2345,2399,2402,179,871,959,974,993,1024,1035,1081,1098,1052,481,1664,1465,1473,1314,1486,1399,1264,1301,1350,-1,31,-21,24,24,101,117,17,-36,-34,10,-546,-223,-830,-330,126,1466,1710,1658,1775,9,-515,-244,-806,-306,227,1583,1727,1622,1741,-8,-3,-15,8,-10,-9,-4,1,1,3
26900,,,"Indianapolis-Carmel-Anderson, IN",Metropolitan Statistical Area,1887877,1888075,1892640,1910719,1929678,1953600,1971006,1986119,2006760,2027584,2052368,2074537,4565,18079,18959,23922,17406,15113,20641,20824,24784,22169,6625,26916,26470,26480,26792,26745,26749,26478,26544,26300,3594,14996,15261,15743,15514,16192,16424,17226,16980,16678,3031,11920,11209,10737,11278,10553,10325,9252,9564,9622,1077,3841,4476,3563,3959,3506,5924,4093,6669,6394,435,2318,3382,9639,2397,1141,4428,7531,8609,6196,1512,6159,7858,13202,6356,4647,10352,11624,15278,12590,22,0,-108,-17,-228,-87,-36,-52,-58,-43
26980,,,"Iowa City, IA",Metropolitan Statistical Area,152586,152586,153025,155908,159006,162095,164759,167088,169054,171529,172607,173105,439,2883,3098,3089,2664,2329,1966,2475,1078,498,525,2041,2059,2107,2109,2168,2136,2026,2058,2005,236,844,859,905,925,941,967,1012,949,990,289,1197,1200,1202,1184,1227,1169,1014,1109,1015,206,1102,675,1040,1109,835,886,1045,487,477,-41,578,1201,839,393,276,-86,419,-515,-997,165,1680,1876,1879,1502,1111,800,1464,-28,-520,-15,6,22,8,-22,-9,-3,-3,-3,3
27060,,,"Ithaca, NY",Metropolitan Statistical Area,101564,101592,101740,101821,102726,103553,103391,103006,102942,102664,102419,102180,148,81,905,827,-162,-385,-64,-278,-245,-239,246,845,932,918,858,861,808,789,736,742,121,691,654,677,686,708,678,709,669,636,125,154,278,241,172,153,130,80,67,106,170,819,845,733,836,827,870,663,476,447,-150,-898,-216,-133,-1198,-1381,-1072,-1028,-794,-797,20,-79,629,600,-362,-554,-202,-365,-318,-350,3,6,-2,-14,28,16,8,7,6,5
27100,,,"Jackson, MI",Metropolitan Statistical Area,160248,160233,160109,159658,159962,159628,159421,159264,158277,158563,158566,158510,-124,-451,304,-334,-207,-157,-987,286,3,-56,481,1830,1797,1788,1764,1826,1754,1795,1728,1743,425,1501,1579,1653,1588,1647,1743,1809,1723,1623,56,329,218,135,176,179,11,-14,5,120,34,97,74,78,81,70,102,72,60,30,-212,-877,43,-540,-446,-392,-1101,241,-57,-200,-178,-780,117,-462,-365,-322,-999,313,3,-170,-2,0,-31,-7,-18,-14,1,-13,-5,-6
27140,,,"Jackson, MS",Metropolitan Statistical Area,586320,587115,588272,593409,595585,596325,597357,597928,599170,599358,597376,594806,1157,5137,2176,740,1032,571,1242,188,-1982,-2570,1894,8187,8086,7736,7928,7717,7590,7352,7291,7091,1010,5070,5127,5303,5334,5424,5436,5606,5692,5611,884,3117,2959,2433,2594,2293,2154,1746,1599,1480,157,633,398,421,660,802,216,596,625,457,123,1374,-1172,-2213,-2219,-2538,-1152,-2161,-4229,-4519,280,2007,-774,-1792,-1559,-1736,-936,-1565,-3604,-4062,-7,13,-9,99,-3,14,24,7,23,12
27180,,,"Jackson, TN",Metropolitan Statistical Area,179694,179711,179762,179692,179857,179836,179358,178607,178306,178336,178315,178644,51,-70,165,-21,-478,-751,-301,30,-21,329,541,2161,2306,2287,2226,2213,2173,2190,2114,2101,441,1970,1866,1962,1932,2071,2081,2202,2098,1978,100,191,440,325,294,142,92,-12,16,123,-5,84,46,91,85,82,69,86,100,92,-28,-342,-297,-416,-847,-975,-456,-33,-133,122,-33,-258,-251,-325,-762,-893,-387,53,-33,214,-16,-3,-24,-21,-10,0,-6,-11,-4,-8
27260,,,"Jacksonville, FL",Metropolitan Statistical Area,1345596,1345594,1348907,1361972,1377607,1393432,1416446,1444638,1476023,1505033,1532663,1559514,3313,13065,15635,15825,23014,28192,31385,29010,27630,26851,4235,17670,17368,17420,17941,18229,18668,18675,18728,18592,2593,10962,11124,11748,11857,12371,12542,13172,14202,14089,1642,6708,6244,5672,6084,5858,6126,5503,4526,4503,760,3067,3763,3316,3497,4466,4902,4709,3358,2251,953,3286,5659,6848,13238,17710,20291,18747,19700,20051,1713,6353,9422,10164,16735,22176,25193,23456,23058,22302,-42,4,-31,-11,195,158,66,51,46,46
27340,,,"Jacksonville, NC",Metropolitan Statistical Area,177772,177801,186892,184993,190678,192354,191822,193114,192314,195066,196915,197938,9091,-1899,5685,1676,-532,1292,-800,2752,1849,1023,1036,4432,4184,4559,4252,4295,4074,4071,3930,3951,158,862,924,898,981,1082,1127,1212,1191,1094,878,3570,3260,3661,3271,3213,2947,2859,2739,2857,493,218,3002,1400,769,1529,697,76,-558,-2,6724,-5730,-585,-3415,-4668,-3458,-4455,-181,-328,-1813,7217,-5512,2417,-2015,-3899,-1929,-3758,-105,-886,-1815,996,43,8,30,96,8,11,-2,-4,-19
27500,,,"Janesville-Beloit, WI",Metropolitan Statistical Area,160331,160325,160260,159867,160065,160341,160920,161006,161320,162205,162874,163354,-65,-393,198,276,579,86,314,885,669,480,488,1958,1925,1878,1927,2027,1968,1955,1878,1877,309,1397,1401,1551,1407,1515,1541,1513,1506,1471,179,561,524,327,520,512,427,442,372,406,4,-50,4,58,74,93,77,52,46,39,-248,-905,-314,-79,12,-508,-182,397,257,42,-244,-955,-310,-21,86,-415,-105,449,303,81,0,1,-16,-30,-27,-11,-8,-6,-6,-7
27620,,,"Jefferson City, MO",Metropolitan Statistical Area,149807,149820,149991,150413,150391,150669,150727,150928,151375,151319,151512,151235,171,422,-22,278,58,201,447,-56,193,-277,440,1790,1771,1865,1781,1833,1776,1689,1707,1680,287,1237,1240,1294,1237,1321,1308,1330,1371,1416,153,553,531,571,544,512,468,359,336,264,25,128,130,77,92,128,82,123,89,88,2,-256,-682,-354,-566,-427,-97,-535,-232,-628,27,-128,-552,-277,-474,-299,-15,-412,-143,-540,-9,-3,-1,-16,-12,-12,-6,-3,0,-1
27740,,,"Johnson City, TN",Metropolitan Statistical Area,198716,198757,199010,199574,200473,200470,200021,200331,201457,201909,202900,203649,253,564,899,-3,-449,310,1126,452,991,749,514,2068,2027,2043,2010,2002,1991,1925,1874,1869,477,2118,2204,2383,2260,2422,2382,2526,2459,2406,37,-50,-177,-340,-250,-420,-391,-601,-585,-537,5,85,86,134,105,204,134,155,199,200,212,532,988,220,-281,546,1384,907,1379,1091,217,617,1074,354,-176,750,1518,1062,1578,1291,-1,-3,2,-17,-23,-20,-1,-9,-2,-5
27780,,,"Johnstown, PA",Metropolitan Statistical Area,143679,143695,143461,142579,141536,138826,137537,136028,134414,132960,131449,130192,-234,-882,-1043,-2710,-1289,-1509,-1614,-1454,-1511,-1257,368,1359,1379,1366,1355,1343,1333,1349,1234,1218,492,1880,1764,1862,1758,1930,1854,1944,1801,1727,-124,-521,-385,-496,-403,-587,-521,-595,-567,-509,11,37,37,59,45,35,47,43,41,29,-106,-394,-686,-2344,-933,-959,-1138,-903,-984,-774,-95,-357,-649,-2285,-888,-924,-1091,-860,-943,-745,-15,-4,-9,71,2,2,-2,1,-1,-3
27860,,,"Jonesboro, AR",Metropolitan Statistical Area,121026,121019,121263,122854,124292,125840,126813,128459,129906,131259,132719,133860,244,1591,1438,1548,973,1646,1447,1353,1460,1141,396,1670,1717,1719,1737,1871,1878,1819,1781,1766,273,1192,1204,1200,1220,1277,1233,1332,1296,1364,123,478,513,519,517,594,645,487,485,402,27,185,185,125,156,167,190,119,42,43,96,926,723,894,314,884,616,751,933,696,123,1111,908,1019,470,1051,806,870,975,739,-2,2,17,10,-14,1,-4,-4,0,0
27900,,,"Joplin, MO",Metropolitan Statistical Area,175518,175509,175833,173846,174407,175144,175869,176686,177397,178239,178613,179564,324,-1987,561,737,725,817,711,842,374,951,596,2499,2479,2432,2446,2348,2363,2323,2292,2235,416,1793,1672,1839,1783,1802,1782,1879,1926,1811,180,706,807,593,663,546,581,444,366,424,35,186,124,120,116,144,104,158,119,106,118,-2894,-337,32,-35,146,37,248,-105,426,153,-2708,-213,152,81,290,141,406,14,532,-9,15,-33,-8,-19,-19,-11,-8,-6,-5
